timestamp,CPU_percent,node_load1,node_load5,node_load15,Memory_GiB_Total,Memory_GiB_Used,Memory_Used_Percent,Disk_GiB_Total,Disk_GiB_Used,Disk_Used_Percent
2026-02-28 14:26:15.070970,15.09,0.631,0.479,0.364,64,20.66,32.28,1024,201.31,19.66
2026-02-28 14:26:45.070970,15.64,0.665,0.698,0.779,64,20.76,32.43,1024,201.34,19.66
2026-02-28 14:27:15.070970,14.44,0.592,0.789,0.743,64,20.79,32.49,1024,201.36,19.66
2026-02-28 14:27:45.070970,13.81,0.654,0.683,0.569,64,20.71,32.36,1024,201.38,19.67
2026-02-28 14:28:15.070970,15.95,0.383,0.371,0.253,64,20.9,32.66,1024,201.38,19.67
2026-02-28 14:28:45.070970,17.0,0.599,0.458,0.461,64,20.93,32.7,1024,201.41,19.67
2026-02-28 14:29:15.070970,20.05,0.477,0.494,0.292,64,20.8,32.5,1024,201.46,19.67
2026-02-28 14:29:45.070970,18.61,0.776,0.653,0.524,64,20.77,32.45,1024,201.46,19.67
2026-02-28 14:30:15.070970,17.92,0.978,1.003,1.039,64,20.84,32.56,1024,201.49,19.68
2026-02-28 14:30:45.070970,15.89,0.419,0.257,0.098,64,20.71,32.36,1024,201.53,19.68
2026-02-28 14:31:15.070970,13.67,0.192,0.058,0.195,64,20.84,32.56,1024,201.56,19.68
2026-02-28 14:31:45.070970,15.42,0.733,0.672,0.647,64,20.84,32.57,1024,201.58,19.69
2026-02-28 14:32:15.070970,13.94,0.173,0.011,0.0,64,20.78,32.46,1024,201.63,19.69
2026-02-28 14:32:45.070970,13.31,0.376,0.239,0.342,64,20.73,32.4,1024,201.65,19.69
2026-02-28 14:33:15.070970,15.36,0.769,0.697,0.702,64,20.71,32.36,1024,201.67,19.69
2026-02-28 14:33:45.070970,13.47,0.678,0.704,0.747,64,20.65,32.27,1024,201.69,19.7
2026-02-28 14:34:15.070970,14.17,0.782,0.771,0.626,64,20.63,32.24,1024,201.7,19.7
2026-02-28 14:34:45.070970,15.83,0.384,0.463,0.309,64,20.51,32.04,1024,201.72,19.7
2026-02-28 14:35:15.070970,12.87,0.56,0.569,0.53,64,20.39,31.86,1024,201.72,19.7
2026-02-28 14:35:45.070970,12.62,0.392,0.266,0.187,64,20.33,31.77,1024,201.75,19.7
2026-02-28 14:36:15.070970,14.28,0.601,0.68,0.911,64,20.44,31.94,1024,201.77,19.7
2026-02-28 14:36:45.070970,15.96,0.624,0.415,0.381,64,20.4,31.87,1024,201.8,19.71
2026-02-28 14:37:15.070970,15.84,1.002,0.907,0.798,64,20.39,31.85,1024,201.8,19.71
2026-02-28 14:37:45.070970,11.8,0.528,0.578,0.641,64,20.43,31.93,1024,201.83,19.71
2026-02-28 14:38:15.070970,12.17,0.356,0.388,0.426,64,20.0,31.26,1024,201.85,19.71
2026-02-28 14:38:45.070970,11.78,0.43,0.26,0.393,64,19.99,31.23,1024,201.86,19.71
2026-02-28 14:39:15.070970,10.21,0.609,0.63,0.442,64,19.83,30.99,1024,201.88,19.71
2026-02-28 14:39:45.070970,11.24,0.348,0.265,0.386,64,19.72,30.82,1024,201.88,19.72
2026-02-28 14:40:15.070970,11.29,0.363,0.222,0.236,64,19.9,31.09,1024,201.89,19.72
2026-02-28 14:40:45.070970,12.73,0.315,0.2,0.158,64,19.73,30.83,1024,201.91,19.72
2026-02-28 14:41:15.070970,15.36,0.616,0.602,0.413,64,19.48,30.43,1024,201.94,19.72
2026-02-28 14:41:45.070970,13.4,0.463,0.478,0.471,64,19.2,30.0,1024,201.97,19.72
2026-02-28 14:42:15.070970,13.22,0.743,0.539,0.531,64,19.02,29.72,1024,202.01,19.73
2026-02-28 14:42:45.070970,11.95,0.66,0.633,0.725,64,19.11,29.87,1024,202.03,19.73
2026-02-28 14:43:15.070970,13.46,0.643,0.614,0.582,64,19.27,30.11,1024,202.06,19.73
2026-02-28 14:43:45.070970,16.05,0.624,0.699,0.455,64,19.45,30.39,1024,202.05,19.73
2026-02-28 14:44:15.070970,16.31,0.913,0.9,0.733,64,19.25,30.07,1024,202.08,19.73
2026-02-28 14:44:45.070970,16.13,0.793,0.867,0.58,64,18.99,29.68,1024,202.09,19.74
2026-02-28 14:45:15.070970,14.74,0.258,0.141,0.165,64,19.0,29.69,1024,202.1,19.74
2026-02-28 14:45:45.070970,13.85,0.798,0.723,0.69,64,18.82,29.4,1024,202.1,19.74
2026-02-28 14:46:15.070970,13.82,0.622,0.594,0.517,64,18.85,29.45,1024,202.1,19.74
2026-02-28 14:46:45.070970,15.56,0.866,0.786,0.684,64,18.69,29.2,1024,202.13,19.74
2026-02-28 14:47:15.070970,16.01,1.037,0.995,0.831,64,18.93,29.58,1024,202.17,19.74
2026-02-28 14:47:45.070970,14.53,0.3,0.459,0.336,64,19.21,30.01,1024,202.17,19.74
2026-02-28 14:48:15.070970,14.73,0.855,0.83,0.851,64,19.63,30.67,1024,202.19,19.75
2026-02-28 14:48:45.070970,16.3,0.735,0.681,0.525,64,19.63,30.67,1024,202.21,19.75
2026-02-28 14:49:15.070970,16.16,1.004,0.985,0.991,64,19.66,30.72,1024,202.23,19.75
2026-02-28 14:49:45.070970,18.19,0.858,0.877,0.874,64,19.76,30.87,1024,202.27,19.75
2026-02-28 14:50:15.070970,20.96,1.021,0.889,0.662,64,19.96,31.19,1024,202.28,19.75
2026-02-28 14:50:45.070970,20.66,0.81,0.706,0.693,64,19.92,31.13,1024,202.3,19.76
2026-02-28 14:51:15.070970,23.12,0.809,0.884,0.746,64,19.51,30.48,1024,202.31,19.76
2026-02-28 14:51:45.070970,23.83,0.95,0.773,0.675,64,19.42,30.34,1024,202.32,19.76
2026-02-28 14:52:15.070970,22.0,1.099,1.263,1.107,64,19.49,30.45,1024,202.36,19.76
2026-02-28 14:52:45.070970,22.72,0.725,0.487,0.51,64,19.56,30.57,1024,202.38,19.76
2026-02-28 14:53:15.070970,24.59,0.745,0.72,0.667,64,19.15,29.92,1024,202.4,19.77
2026-02-28 14:53:45.070970,25.82,1.078,0.963,0.838,64,18.96,29.62,1024,202.44,19.77
2026-02-28 14:54:15.070970,26.59,1.081,1.029,0.839,64,18.96,29.62,1024,202.48,19.77
2026-02-28 14:54:45.070970,26.77,1.227,1.249,1.135,64,18.87,29.49,1024,202.5,19.77
2026-02-28 14:55:15.070970,24.8,0.98,0.885,0.866,64,19.07,29.79,1024,202.51,19.78
2026-02-28 14:55:45.070970,26.3,1.077,0.764,0.566,64,19.05,29.76,1024,202.53,19.78
2026-02-28 14:56:15.070970,28.21,0.812,0.716,0.604,64,18.97,29.64,1024,202.57,19.78
2026-02-28 14:56:45.070970,26.59,0.956,0.985,0.91,64,18.62,29.09,1024,202.6,19.79
2026-02-28 14:57:15.070970,28.71,1.02,0.888,0.76,64,18.69,29.2,1024,202.62,19.79
2026-02-28 14:57:45.070970,25.7,0.96,0.825,0.776,64,18.58,29.03,1024,202.65,19.79
2026-02-28 14:58:15.070970,25.44,1.261,1.089,1.1,64,30.22,47.22,1024,202.68,19.79
2026-02-28 14:58:45.070970,24.93,0.65,0.711,0.702,64,30.42,47.53,1024,202.7,19.8
2026-02-28 14:59:15.070970,24.62,1.116,1.027,0.938,64,30.43,47.54,1024,202.72,19.8
2026-02-28 14:59:45.070970,26.0,0.815,0.818,0.652,64,30.37,47.46,1024,202.75,19.8
2026-02-28 15:00:15.070970,24.96,1.235,1.029,0.856,64,30.41,47.51,1024,202.76,19.8
2026-02-28 15:00:45.070970,26.76,0.82,0.67,0.605,64,30.49,47.64,1024,202.77,19.8
2026-02-28 15:01:15.070970,28.51,1.06,0.906,1.125,64,36.97,57.76,1024,202.79,19.8
2026-02-28 15:01:45.070970,26.49,0.945,0.877,0.924,64,36.63,57.24,1024,202.8,19.8
2026-02-28 15:02:15.070970,25.93,0.991,0.903,0.871,64,36.56,57.12,1024,202.82,19.81
2026-02-28 15:02:45.070970,22.62,1.067,0.819,0.711,64,36.45,56.96,1024,202.84,19.81
2026-02-28 15:03:15.070970,23.67,0.926,0.798,0.69,64,36.09,56.39,1024,202.88,19.81
2026-02-28 15:03:45.070970,22.63,1.079,1.022,1.108,64,36.18,56.54,1024,202.9,19.81
2026-02-28 15:04:15.070970,23.35,1.182,1.076,0.856,64,36.16,56.5,1024,202.93,19.82
2026-02-28 15:04:45.070970,23.22,1.159,0.74,0.683,64,35.95,56.18,1024,202.96,19.82
2026-02-28 15:05:15.070970,22.39,0.878,0.597,0.467,64,35.96,56.19,1024,202.99,19.82
2026-02-28 15:05:45.070970,23.03,0.92,0.613,0.548,64,35.69,55.77,1024,203.01,19.83
2026-02-28 15:06:15.070970,23.96,0.993,1.011,0.799,64,35.63,55.67,1024,203.03,19.83
2026-02-28 15:06:45.070970,27.15,1.234,1.267,0.867,64,35.27,55.12,1024,203.05,19.83
2026-02-28 15:07:15.070970,29.42,1.167,0.858,0.875,64,35.12,54.88,1024,203.04,19.83
2026-02-28 15:07:45.070970,30.29,1.184,1.151,0.959,64,35.14,54.9,1024,203.06,19.83
2026-02-28 15:08:15.070970,29.71,1.299,1.085,0.945,64,35.15,54.92,1024,203.09,19.83
2026-02-28 15:08:45.070970,29.51,1.2,0.961,0.864,64,35.18,54.96,1024,203.1,19.83
2026-02-28 15:09:15.070970,29.01,0.712,0.545,0.558,64,35.22,55.02,1024,203.12,19.84
2026-02-28 15:09:45.070970,27.7,1.181,1.277,0.932,64,35.08,54.82,1024,203.13,19.84
2026-02-28 15:10:15.070970,27.91,1.192,1.014,0.85,64,34.94,54.59,1024,203.14,19.84
2026-02-28 15:10:45.070970,26.0,0.703,0.619,0.743,64,35.03,54.73,1024,203.16,19.84
2026-02-28 15:11:15.070970,24.16,0.844,0.73,0.795,64,35.16,54.94,1024,203.18,19.84
2026-02-28 15:11:45.070970,24.61,1.172,1.089,1.077,64,34.61,54.09,1024,203.21,19.85
2026-02-28 15:12:15.070970,23.98,1.281,1.033,0.982,64,34.53,53.95,1024,203.24,19.85
2026-02-28 15:12:45.070970,25.04,1.194,0.923,0.8,64,34.51,53.93,1024,203.25,19.85
2026-02-28 15:13:15.070970,23.67,0.772,0.674,0.716,64,34.57,54.01,1024,203.28,19.85
2026-02-28 15:13:45.070970,21.89,0.667,0.669,0.689,64,34.49,53.9,1024,203.31,19.85
2026-02-28 15:14:15.070970,21.34,0.836,0.555,0.569,64,34.67,54.17,1024,203.33,19.86
2026-02-28 15:14:45.070970,21.5,0.852,0.842,0.75,64,34.56,54.0,1024,203.34,19.86
2026-02-28 15:15:15.070970,22.66,0.995,0.785,0.785,64,34.71,54.24,1024,203.35,19.86
2026-02-28 15:15:45.070970,23.4,1.192,1.074,0.875,64,34.96,54.63,1024,203.37,19.86
2026-02-28 15:16:15.070970,22.54,1.015,0.791,0.719,64,35.15,54.92,1024,203.4,19.86
2026-02-28 15:16:45.070970,23.91,1.05,0.8,0.559,64,35.15,54.92,1024,203.43,19.87
2026-02-28 15:17:15.070970,26.05,0.959,0.747,0.619,64,35.19,54.99,1024,203.45,19.87
2026-02-28 15:17:45.070970,27.51,1.168,1.037,1.009,64,35.06,54.78,1024,203.46,19.87
2026-02-28 15:18:15.070970,25.46,1.021,0.853,0.773,64,35.11,54.87,1024,203.49,19.87
2026-02-28 15:18:45.070970,26.98,1.05,0.925,0.761,64,34.98,54.66,1024,203.51,19.87
2026-02-28 15:19:15.070970,28.58,1.059,0.983,0.81,64,34.91,54.55,1024,203.52,19.88
2026-02-28 15:19:45.070970,30.25,1.223,0.989,0.91,64,35.37,55.26,1024,203.54,19.88
2026-02-28 15:20:15.070970,29.84,0.827,0.848,0.62,64,35.4,55.31,1024,203.55,19.88
2026-02-28 15:20:45.070970,29.62,1.04,0.679,0.593,64,35.64,55.69,1024,203.57,19.88
2026-02-28 15:21:15.070970,27.26,1.232,1.102,1.119,64,35.76,55.87,1024,203.59,19.88
2026-02-28 15:21:45.070970,28.57,0.926,0.908,0.832,64,35.35,55.23,1024,203.61,19.88
2026-02-28 15:22:15.070970,27.67,1.585,1.27,1.079,64,35.32,55.19,1024,203.63,19.89
2026-02-28 15:22:45.070970,27.05,1.263,1.181,1.167,64,35.72,55.81,1024,203.65,19.89
2026-02-28 15:23:15.070970,25.89,1.015,0.803,0.604,64,35.53,55.51,1024,203.67,19.89
2026-02-28 15:23:45.070970,26.27,1.045,1.016,0.776,64,35.9,56.09,1024,203.69,19.89
2026-02-28 15:24:15.070970,27.1,1.059,0.804,0.575,64,35.82,55.98,1024,203.71,19.89
2026-02-28 15:24:45.070970,24.75,1.253,1.039,0.903,64,35.78,55.91,1024,203.73,19.9
2026-02-28 15:25:15.070970,25.31,0.698,0.486,0.415,64,35.98,56.21,1024,203.76,19.9
2026-02-28 15:25:45.070970,23.84,0.776,0.569,0.636,64,35.92,56.12,1024,203.8,19.9
2026-02-28 15:26:15.070970,21.7,1.106,1.135,0.904,64,36.17,56.52,1024,203.82,19.9
2026-02-28 15:26:45.070970,23.31,0.953,0.889,0.559,64,36.48,57.01,1024,203.85,19.91
2026-02-28 15:27:15.070970,25.35,1.081,1.021,1.03,64,36.48,57.0,1024,203.88,19.91
2026-02-28 15:27:45.070970,24.13,0.849,0.87,0.884,64,36.31,56.74,1024,203.89,19.91
2026-02-28 15:28:15.070970,23.54,0.691,0.575,0.658,64,36.43,56.92,1024,203.92,19.91
2026-02-28 15:28:45.070970,25.24,0.879,0.737,0.691,64,36.26,56.66,1024,203.95,19.92
2026-02-28 15:29:15.070970,23.56,1.336,1.062,0.889,64,36.1,56.4,1024,203.95,19.92
2026-02-28 15:29:45.070970,22.6,1.156,0.943,0.725,64,36.1,56.4,1024,203.98,19.92
2026-02-28 15:30:15.070970,23.21,1.191,0.961,0.851,64,36.19,56.54,1024,204.01,19.92
2026-02-28 15:30:45.070970,24.65,0.839,0.73,0.648,64,36.45,56.96,1024,204.03,19.92
2026-02-28 15:31:15.070970,22.96,0.792,0.811,0.886,64,36.45,56.95,1024,204.06,19.93
2026-02-28 15:31:45.070970,22.78,1.092,1.056,0.834,64,37.12,57.99,1024,204.05,19.93
2026-02-28 15:32:15.070970,23.35,1.121,1.099,1.007,64,37.07,57.92,1024,204.08,19.93
2026-02-28 15:32:45.070970,25.24,1.16,0.945,0.914,64,36.87,57.61,1024,204.11,19.93
2026-02-28 15:33:15.070970,21.76,0.975,0.876,0.832,64,37.05,57.9,1024,204.14,19.94
2026-02-28 15:33:45.070970,24.08,1.019,0.957,0.783,64,36.94,57.71,1024,204.17,19.94
2026-02-28 15:34:15.070970,25.23,0.806,0.655,0.654,64,36.83,57.54,1024,204.2,19.94
2026-02-28 15:34:45.070970,23.87,1.308,1.216,0.933,64,36.73,57.38,1024,204.22,19.94
2026-02-28 15:35:15.070970,21.1,0.871,0.965,0.983,64,36.81,57.51,1024,204.26,19.95
2026-02-28 15:35:45.070970,20.92,0.814,0.797,0.705,64,36.73,57.39,1024,204.27,19.95
2026-02-28 15:36:15.070970,20.49,1.328,1.209,1.151,64,36.76,57.44,1024,204.29,19.95
2026-02-28 15:36:45.070970,20.58,0.747,0.77,0.688,64,36.61,57.21,1024,204.31,19.95
2026-02-28 15:37:15.070970,19.43,0.888,0.927,0.713,64,36.67,57.3,1024,204.34,19.95
2026-02-28 15:37:45.070970,20.32,0.965,0.89,0.83,64,36.74,57.4,1024,204.35,19.96
2026-02-28 15:38:15.070970,20.01,0.858,0.913,0.771,64,36.94,57.72,1024,204.36,19.96
2026-02-28 15:38:45.070970,19.78,0.93,0.8,0.793,64,36.99,57.8,1024,204.37,19.96
2026-02-28 15:39:15.070970,18.72,0.658,0.592,0.493,64,37.16,58.06,1024,204.4,19.96
2026-02-28 15:39:45.070970,20.28,0.793,0.693,0.652,64,37.08,57.94,1024,204.42,19.96
2026-02-28 15:40:15.070970,21.19,0.604,0.658,0.172,64,37.42,58.48,1024,204.43,19.96
2026-02-28 15:40:45.070970,19.88,0.901,0.636,0.507,64,37.35,58.36,1024,204.45,19.97
2026-02-28 15:41:15.070970,22.23,0.606,0.499,0.5,64,37.51,58.6,1024,204.45,19.97
2026-02-28 15:41:45.070970,23.5,0.967,0.95,0.997,64,37.58,58.71,1024,204.47,19.97
2026-02-28 15:42:15.070970,24.04,1.095,0.906,0.788,64,37.35,58.37,1024,204.53,19.97
2026-02-28 15:42:45.070970,25.49,1.088,1.055,0.907,64,37.07,57.93,1024,204.55,19.98
2026-02-28 15:43:15.070970,24.63,0.746,0.553,0.432,64,37.4,58.44,1024,204.58,19.98
2026-02-28 15:43:45.070970,26.51,1.054,0.833,0.676,64,37.67,58.86,1024,204.6,19.98
2026-02-28 15:44:15.070970,26.3,1.012,0.833,0.567,64,37.35,58.36,1024,204.62,19.98
2026-02-28 15:44:45.070970,26.0,1.359,1.176,1.008,64,37.27,58.23,1024,204.63,19.98
2026-02-28 15:45:15.070970,28.47,1.423,1.27,0.979,64,37.26,58.22,1024,204.65,19.99
2026-02-28 15:45:45.070970,30.05,1.105,0.902,0.796,64,37.54,58.65,1024,204.67,19.99
2026-02-28 15:46:15.070970,28.77,1.025,0.993,0.975,64,37.47,58.54,1024,204.7,19.99
2026-02-28 15:46:45.070970,31.23,1.359,1.089,1.132,64,37.57,58.7,1024,204.73,19.99
2026-02-28 15:47:15.070970,32.11,1.473,1.184,1.05,64,37.37,58.4,1024,204.75,20.0
2026-02-28 15:47:45.070970,30.34,0.98,0.988,0.8,64,37.25,58.21,1024,204.79,20.0
2026-02-28 15:48:15.070970,32.99,0.982,1.072,0.903,64,37.0,57.81,1024,204.81,20.0
2026-02-28 15:48:45.070970,33.79,1.235,1.236,1.079,64,37.11,57.99,1024,204.81,20.0
2026-02-28 15:49:15.070970,33.89,0.783,0.636,0.442,64,37.11,57.99,1024,204.84,20.0
2026-02-28 15:49:45.070970,34.09,1.229,0.996,0.929,64,37.34,58.35,1024,204.85,20.01
2026-02-28 15:50:15.070970,34.41,1.383,1.323,1.244,64,37.6,58.74,1024,204.87,20.01
2026-02-28 15:50:45.070970,33.53,0.81,0.556,0.606,64,37.92,59.26,1024,204.87,20.01
2026-02-28 15:51:15.070970,32.98,1.265,1.091,0.992,64,37.93,59.27,1024,204.9,20.01
2026-02-28 15:51:45.070970,34.57,1.679,1.551,1.368,64,38.07,59.48,1024,204.92,20.01
2026-02-28 15:52:15.070970,30.98,1.201,1.055,1.089,64,37.86,59.16,1024,204.95,20.01
2026-02-28 15:52:45.070970,29.54,1.346,1.142,1.028,64,37.89,59.21,1024,204.97,20.02
2026-02-28 15:53:15.070970,29.8,1.001,0.721,0.643,64,37.88,59.19,1024,205.01,20.02
2026-02-28 15:53:45.070970,30.53,1.329,1.168,1.077,64,37.91,59.23,1024,205.02,20.02
2026-02-28 15:54:15.070970,32.39,1.058,0.887,0.797,64,37.86,59.16,1024,205.04,20.02
2026-02-28 15:54:45.070970,33.58,1.173,1.122,1.055,64,37.9,59.22,1024,205.05,20.02
2026-02-28 15:55:15.070970,31.52,1.048,1.145,1.093,64,37.86,59.16,1024,205.07,20.03
2026-02-28 15:55:45.070970,32.04,0.901,0.817,0.794,64,38.08,59.49,1024,205.1,20.03
2026-02-28 15:56:15.070970,32.22,1.163,1.269,1.168,64,38.32,59.87,1024,205.13,20.03
2026-02-28 15:56:45.070970,33.74,1.397,1.365,1.354,64,38.36,59.94,1024,205.15,20.03
2026-02-28 15:57:15.070970,35.79,0.981,1.018,0.859,64,38.16,59.63,1024,205.16,20.04
2026-02-28 15:57:45.070970,38.7,1.641,1.304,1.092,64,38.19,59.67,1024,205.18,20.04
2026-02-28 15:58:15.070970,40.01,1.589,1.453,1.137,64,38.04,59.44,1024,205.2,20.04
2026-02-28 15:58:45.070970,38.73,1.931,1.737,1.486,64,38.18,59.66,1024,205.22,20.04
2026-02-28 15:59:15.070970,42.58,1.686,1.421,1.474,64,38.0,59.37,1024,205.25,20.04
2026-02-28 15:59:45.070970,45.14,1.821,1.787,1.663,64,38.02,59.41,1024,205.27,20.05
2026-02-28 16:00:15.070970,44.07,1.696,1.434,1.424,64,38.08,59.51,1024,205.32,20.05
2026-02-28 16:00:45.070970,42.08,1.568,1.318,1.224,64,38.03,59.43,1024,205.35,20.05
2026-02-28 16:01:15.070970,41.63,1.727,1.597,1.563,64,38.05,59.46,1024,205.37,20.06
2026-02-28 16:01:45.070970,40.99,1.476,1.269,1.074,64,38.03,59.42,1024,205.39,20.06
2026-02-28 16:02:15.070970,42.2,1.312,1.46,1.431,64,37.74,58.97,1024,205.4,20.06
2026-02-28 16:02:45.070970,42.69,1.581,1.464,1.277,64,37.62,58.78,1024,205.41,20.06
2026-02-28 16:03:15.070970,42.59,1.657,1.519,1.422,64,37.54,58.66,1024,205.44,20.06
2026-02-28 16:03:45.070970,43.25,1.842,1.791,1.745,64,37.44,58.5,1024,205.47,20.07
